timestamp,device_id,voltage,min_val,max_val,level,decibel,status
1776780635,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780637,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780639,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780641,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780643,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780645,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780647,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780649,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780651,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780654,pico_1,0.0024,2112,2160,48,-62.7,OK
1776780656,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780658,pico_1,0.0024,2112,2160,48,-62.7,OK
1776780660,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780662,pico_1,0.0016,2112,2144,32,-66.23,OK
1776780664,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780666,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780668,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780670,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780673,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780675,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780677,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780679,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780681,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780683,pico_1,0.0024,2128,2176,48,-62.7,OK
1776780685,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780687,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780689,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780692,pico_1,0.004,2112,2192,80,-58.27,OK
1776780694,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780696,pico_1,0.0048,2112,2208,96,-56.68,OK
1776780698,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780700,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780702,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780704,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780706,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780708,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780711,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780713,pico_1,0.004,2096,2176,80,-58.27,OK
1776780715,pico_1,0.004,2112,2192,80,-58.27,OK
1776780717,pico_1,0.0032,2128,2192,64,-60.21,OK
1776780719,pico_1,0.004,2112,2192,80,-58.27,OK
1776780721,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780723,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780725,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780727,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780730,pico_1,0.004,2096,2176,80,-58.27,OK
1776780732,pico_1,0.0097,1984,2176,192,-50.66,VARNING
1776780734,pico_1,0.004,2112,2192,80,-58.27,OK
1776780736,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780738,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780740,pico_1,0.0056,2080,2192,112,-55.35,OK
1776780742,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780744,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780746,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780749,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780751,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780753,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780755,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780757,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780759,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780761,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780763,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780765,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780768,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780770,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780772,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780774,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780776,pico_1,0.004,2112,2192,80,-58.27,OK
1776780778,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780780,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780782,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780784,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780787,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780789,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780791,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780793,pico_1,0.0048,2112,2208,96,-56.68,OK
1776780795,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780797,pico_1,0.004,2096,2176,80,-58.27,OK
1776780799,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780801,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780803,pico_1,0.004,2112,2192,80,-58.27,OK
1776780806,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780808,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780810,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780812,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780814,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780816,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780818,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780820,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780822,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780825,pico_1,0.0024,2128,2176,48,-62.7,OK
1776780827,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780829,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780831,pico_1,0.004,2112,2192,80,-58.27,OK
1776780833,pico_1,0.0081,2096,2256,160,-52.25,VARNING
1776780835,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780837,pico_1,0.0048,2112,2208,96,-56.68,OK
1776780839,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780841,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780844,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780846,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780848,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780850,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780852,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780854,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780856,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780858,pico_1,0.0048,2096,2192,96,-56.68,OK
1776780860,pico_1,0.004,2096,2176,80,-58.27,OK
1776780863,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780865,pico_1,0.004,2112,2192,80,-58.27,OK
1776780867,pico_1,0.004,2112,2192,80,-58.27,OK
1776780869,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780871,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780873,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780875,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780877,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780879,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780882,pico_1,0.004,2112,2192,80,-58.27,OK
1776780884,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780886,pico_1,0.004,2112,2192,80,-58.27,OK
1776780888,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780890,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780892,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780894,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780896,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780898,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780901,pico_1,0.004,2112,2192,80,-58.27,OK
1776780903,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780905,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780907,pico_1,0.004,2112,2192,80,-58.27,OK
1776780909,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780911,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780913,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780915,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780917,pico_1,0.0073,2064,2208,144,-53.16,VARNING
1776780920,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780922,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780924,pico_1,0.0048,2096,2192,96,-56.68,OK
1776780926,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780928,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780930,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780932,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780934,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780936,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780939,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780941,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780943,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780945,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780947,pico_1,0.004,2112,2192,80,-58.27,OK
1776780949,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780951,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780953,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780955,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780958,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780960,pico_1,0.004,2112,2192,80,-58.27,OK
1776780962,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780964,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780966,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780968,pico_1,0.0024,2128,2176,48,-62.7,OK
1776780970,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780972,pico_1,0.0064,2096,2224,128,-54.19,VARNING
1776780974,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780977,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780979,pico_1,0.004,2112,2192,80,-58.27,OK
1776780981,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780983,pico_1,0.004,2112,2192,80,-58.27,OK
1776780985,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780987,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780989,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780991,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780993,pico_1,0.0032,2112,2176,64,-60.21,OK
1776780996,pico_1,0.0024,2128,2176,48,-62.7,OK
1776780998,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781000,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781002,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781004,pico_1,0.004,2112,2192,80,-58.27,OK
1776781006,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781008,pico_1,0.0016,2128,2160,32,-66.23,OK
1776781010,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781013,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781015,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781017,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781019,pico_1,0.0048,2080,2176,96,-56.68,OK
1776781021,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781023,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781025,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781027,pico_1,0.004,2112,2192,80,-58.27,OK
1776781029,pico_1,0.0024,2128,2176,48,-62.7,OK
1776781032,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781034,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781036,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781038,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781040,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781042,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781044,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781046,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781048,pico_1,0.0024,2128,2176,48,-62.7,OK
1776781051,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781053,pico_1,0.004,2112,2192,80,-58.27,OK
1776781055,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781057,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781059,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781061,pico_1,0.0024,2128,2176,48,-62.7,OK
1776781063,pico_1,0.0024,2128,2176,48,-62.7,OK
1776781065,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781067,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781070,pico_1,0.004,2096,2176,80,-58.27,OK
1776781072,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781074,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781076,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781078,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781080,pico_1,0.0024,2128,2176,48,-62.7,OK
1776781082,pico_1,0.0097,2128,2320,192,-50.66,VARNING
1776781084,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781086,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781089,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781091,pico_1,0.004,2112,2192,80,-58.27,OK
1776781093,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781095,pico_1,0.0024,2128,2176,48,-62.7,OK
1776781097,pico_1,0.0024,2128,2176,48,-62.7,OK
1776781099,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781101,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781103,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781105,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781108,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781110,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781112,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781114,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781116,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781118,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781120,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781122,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781124,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781127,pico_1,0.0024,2128,2176,48,-62.7,OK
1776781129,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781131,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781133,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781135,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781137,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781139,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781141,pico_1,0.0032,2112,2176,64,-60.21,OK
1776781143,pico_1,0.0024,2128,2176,48,-62.7,OK
